,Facility Name,City,State,HCAHPS Answer Description,County Name,HCAHPS Answer Percent,Number of Completed Surveys,StateDesc,CityName,PopulationCount,Data_Value,CityFIPS
2901,RESEARCH MEDICAL CENTER,kansas city,MO,"Patients who gave a rating of ""6"" or lower (low)",JACKSON,11,970,MO,kansas city,459787.0,14.794805194805198,2938000.0
2902,RESEARCH MEDICAL CENTER,kansas city,MO,"Patients who gave a rating of ""7"" or ""8"" (medium)",JACKSON,24,970,MO,kansas city,459787.0,14.794805194805198,2938000.0
2903,RESEARCH MEDICAL CENTER,kansas city,MO,"Patients who gave a rating of ""9"" or ""10"" (high)",JACKSON,65,970,MO,kansas city,459787.0,14.794805194805198,2938000.0
2904,SAINT LUKES NORTH HOSPITAL,kansas city,MO,"Patients who gave a rating of ""6"" or lower (low)",PLATTE,5,936,MO,kansas city,459787.0,14.794805194805198,2938000.0
2905,SAINT LUKES NORTH HOSPITAL,kansas city,MO,"Patients who gave a rating of ""7"" or ""8"" (medium)",PLATTE,21,936,MO,kansas city,459787.0,14.794805194805198,2938000.0
2906,SAINT LUKES NORTH HOSPITAL,kansas city,MO,"Patients who gave a rating of ""9"" or ""10"" (high)",PLATTE,74,936,MO,kansas city,459787.0,14.794805194805198,2938000.0
2907,ST JOSEPH MEDICAL CENTER,kansas city,MO,"Patients who gave a rating of ""6"" or lower (low)",JACKSON,13,431,MO,kansas city,459787.0,14.794805194805198,2938000.0
2908,ST JOSEPH MEDICAL CENTER,kansas city,MO,"Patients who gave a rating of ""7"" or ""8"" (medium)",JACKSON,24,431,MO,kansas city,459787.0,14.794805194805198,2938000.0
2909,ST JOSEPH MEDICAL CENTER,kansas city,MO,"Patients who gave a rating of ""9"" or ""10"" (high)",JACKSON,63,431,MO,kansas city,459787.0,14.794805194805198,2938000.0
2910,ST LUKES HOSPITAL OF KANSAS CITY,kansas city,MO,"Patients who gave a rating of ""6"" or lower (low)",JACKSON,5,1609,MO,kansas city,459787.0,14.794805194805198,2938000.0
2911,ST LUKES HOSPITAL OF KANSAS CITY,kansas city,MO,"Patients who gave a rating of ""7"" or ""8"" (medium)",JACKSON,14,1609,MO,kansas city,459787.0,14.794805194805198,2938000.0
2912,ST LUKES HOSPITAL OF KANSAS CITY,kansas city,MO,"Patients who gave a rating of ""9"" or ""10"" (high)",JACKSON,81,1609,MO,kansas city,459787.0,14.794805194805198,2938000.0
2913,THE CHILDREN'S MERCY HOSPITAL,kansas city,MO,"Patients who gave a rating of ""6"" or lower (low)",JACKSON,0,0,MO,kansas city,459787.0,14.794805194805198,2938000.0
2914,THE CHILDREN'S MERCY HOSPITAL,kansas city,MO,"Patients who gave a rating of ""7"" or ""8"" (medium)",JACKSON,0,0,MO,kansas city,459787.0,14.794805194805198,2938000.0
2915,THE CHILDREN'S MERCY HOSPITAL,kansas city,MO,"Patients who gave a rating of ""9"" or ""10"" (high)",JACKSON,0,0,MO,kansas city,459787.0,14.794805194805198,2938000.0
2916,TRUMAN MEDICAL CENTER HOSPITAL HILL,kansas city,MO,"Patients who gave a rating of ""6"" or lower (low)",JACKSON,11,1435,MO,kansas city,459787.0,14.794805194805198,2938000.0
2917,TRUMAN MEDICAL CENTER HOSPITAL HILL,kansas city,MO,"Patients who gave a rating of ""7"" or ""8"" (medium)",JACKSON,25,1435,MO,kansas city,459787.0,14.794805194805198,2938000.0
2918,TRUMAN MEDICAL CENTER HOSPITAL HILL,kansas city,MO,"Patients who gave a rating of ""9"" or ""10"" (high)",JACKSON,64,1435,MO,kansas city,459787.0,14.794805194805198,2938000.0
2919,TRUMAN MEDICAL CENTER LAKEWOOD,kansas city,MO,"Patients who gave a rating of ""6"" or lower (low)",JACKSON,8,554,MO,kansas city,459787.0,14.794805194805198,2938000.0
2920,TRUMAN MEDICAL CENTER LAKEWOOD,kansas city,MO,"Patients who gave a rating of ""7"" or ""8"" (medium)",JACKSON,19,554,MO,kansas city,459787.0,14.794805194805198,2938000.0
2921,TRUMAN MEDICAL CENTER LAKEWOOD,kansas city,MO,"Patients who gave a rating of ""9"" or ""10"" (high)",JACKSON,73,554,MO,kansas city,459787.0,14.794805194805198,2938000.0
2922,KANSAS HEART HOSPITAL,wichita,KS,"Patients who gave a rating of ""6"" or lower (low)",SEDGWICK,2,652,KS,wichita,382368.0,14.18396226415094,2079000.0
2923,KANSAS HEART HOSPITAL,wichita,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",SEDGWICK,11,652,KS,wichita,382368.0,14.18396226415094,2079000.0
2924,KANSAS HEART HOSPITAL,wichita,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",SEDGWICK,87,652,KS,wichita,382368.0,14.18396226415094,2079000.0
2925,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",wichita,KS,"Patients who gave a rating of ""6"" or lower (low)",SEDGWICK,5,373,KS,wichita,382368.0,14.18396226415094,2079000.0
2926,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",wichita,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",SEDGWICK,17,373,KS,wichita,382368.0,14.18396226415094,2079000.0
2927,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",wichita,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",SEDGWICK,78,373,KS,wichita,382368.0,14.18396226415094,2079000.0
2928,KANSAS SURGERY & RECOVERY CENTER,wichita,KS,"Patients who gave a rating of ""6"" or lower (low)",SEDGWICK,2,1320,KS,wichita,382368.0,14.18396226415094,2079000.0
2929,KANSAS SURGERY & RECOVERY CENTER,wichita,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",SEDGWICK,10,1320,KS,wichita,382368.0,14.18396226415094,2079000.0
2930,KANSAS SURGERY & RECOVERY CENTER,wichita,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",SEDGWICK,88,1320,KS,wichita,382368.0,14.18396226415094,2079000.0
2931,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",wichita,KS,"Patients who gave a rating of ""6"" or lower (low)",SEDGWICK,7,343,KS,wichita,382368.0,14.18396226415094,2079000.0
2932,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",wichita,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",SEDGWICK,18,343,KS,wichita,382368.0,14.18396226415094,2079000.0
2933,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",wichita,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",SEDGWICK,75,343,KS,wichita,382368.0,14.18396226415094,2079000.0
2934,VIA CHRISTI HOSPITAL-WICHITA,wichita,KS,"Patients who gave a rating of ""6"" or lower (low)",SEDGWICK,8,3644,KS,wichita,382368.0,14.18396226415094,2079000.0
2935,VIA CHRISTI HOSPITAL-WICHITA,wichita,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",SEDGWICK,22,3644,KS,wichita,382368.0,14.18396226415094,2079000.0
2936,VIA CHRISTI HOSPITAL-WICHITA,wichita,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",SEDGWICK,70,3644,KS,wichita,382368.0,14.18396226415094,2079000.0
2937,WESLEY MEDICAL CENTER,wichita,KS,"Patients who gave a rating of ""6"" or lower (low)",SEDGWICK,8,2171,KS,wichita,382368.0,14.18396226415094,2079000.0
2938,WESLEY MEDICAL CENTER,wichita,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",SEDGWICK,22,2171,KS,wichita,382368.0,14.18396226415094,2079000.0
2939,WESLEY MEDICAL CENTER,wichita,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",SEDGWICK,70,2171,KS,wichita,382368.0,14.18396226415094,2079000.0
2940,WICHITA VA MEDICAL CENTER,wichita,KS,"Patients who gave a rating of ""6"" or lower (low)",SEDGWICK,10,440,KS,wichita,382368.0,14.18396226415094,2079000.0
2941,WICHITA VA MEDICAL CENTER,wichita,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",SEDGWICK,20,440,KS,wichita,382368.0,14.18396226415094,2079000.0
2942,WICHITA VA MEDICAL CENTER,wichita,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",SEDGWICK,70,440,KS,wichita,382368.0,14.18396226415094,2079000.0
2943,KAWEAH DELTA MEDICAL CENTER,visalia,CA,"Patients who gave a rating of ""6"" or lower (low)",TULARE,9,2026,CA,visalia,124442.0,14.590476190476192,682954.0
2944,KAWEAH DELTA MEDICAL CENTER,visalia,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",TULARE,20,2026,CA,visalia,124442.0,14.590476190476192,682954.0
2945,KAWEAH DELTA MEDICAL CENTER,visalia,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",TULARE,71,2026,CA,visalia,124442.0,14.590476190476192,682954.0
2946,KELL WEST REGIONAL HOSPITAL,wichita falls,TX,"Patients who gave a rating of ""6"" or lower (low)",WICHITA,0,0,TX,wichita falls,104553.0,15.322580645161288,4879000.0
2947,KELL WEST REGIONAL HOSPITAL,wichita falls,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",WICHITA,0,0,TX,wichita falls,104553.0,15.322580645161288,4879000.0
2948,KELL WEST REGIONAL HOSPITAL,wichita falls,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",WICHITA,0,0,TX,wichita falls,104553.0,15.322580645161288,4879000.0
2949,UNITED REGIONAL HEALTH CARE SYSTEM,wichita falls,TX,"Patients who gave a rating of ""6"" or lower (low)",WICHITA,6,445,TX,wichita falls,104553.0,15.322580645161288,4879000.0
2950,UNITED REGIONAL HEALTH CARE SYSTEM,wichita falls,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",WICHITA,18,445,TX,wichita falls,104553.0,15.322580645161288,4879000.0
2951,UNITED REGIONAL HEALTH CARE SYSTEM,wichita falls,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",WICHITA,76,445,TX,wichita falls,104553.0,15.322580645161288,4879000.0
2952,KENT COUNTY MEMORIAL HOSPITAL,warwick,RI,"Patients who gave a rating of ""6"" or lower (low)",KENT,9,1464,RI,warwick,82672.0,14.452380952380949,4474300.0
2953,KENT COUNTY MEMORIAL HOSPITAL,warwick,RI,"Patients who gave a rating of ""7"" or ""8"" (medium)",KENT,26,1464,RI,warwick,82672.0,14.452380952380949,4474300.0
2954,KENT COUNTY MEMORIAL HOSPITAL,warwick,RI,"Patients who gave a rating of ""9"" or ""10"" (high)",KENT,65,1464,RI,warwick,82672.0,14.452380952380949,4474300.0
2955,LAC/HARBOR-UCLA MED CENTER,torrance,CA,"Patients who gave a rating of ""6"" or lower (low)",LOS ANGELES,13,467,CA,torrance,145438.0,9.179999999999998,680000.0
2956,LAC/HARBOR-UCLA MED CENTER,torrance,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",LOS ANGELES,25,467,CA,torrance,145438.0,9.179999999999998,680000.0
2957,LAC/HARBOR-UCLA MED CENTER,torrance,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",LOS ANGELES,62,467,CA,torrance,145438.0,9.179999999999998,680000.0
2958,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,torrance,CA,"Patients who gave a rating of ""6"" or lower (low)",LOS ANGELES,6,875,CA,torrance,145438.0,9.179999999999998,680000.0
2959,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,torrance,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",LOS ANGELES,18,875,CA,torrance,145438.0,9.179999999999998,680000.0
2960,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,torrance,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",LOS ANGELES,76,875,CA,torrance,145438.0,9.179999999999998,680000.0
2961,TORRANCE MEMORIAL MEDICAL CENTER,torrance,CA,"Patients who gave a rating of ""6"" or lower (low)",LOS ANGELES,4,2330,CA,torrance,145438.0,9.179999999999998,680000.0
2962,TORRANCE MEMORIAL MEDICAL CENTER,torrance,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",LOS ANGELES,12,2330,CA,torrance,145438.0,9.179999999999998,680000.0
2963,TORRANCE MEMORIAL MEDICAL CENTER,torrance,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",LOS ANGELES,84,2330,CA,torrance,145438.0,9.179999999999998,680000.0
2964,LAKE BEHAVIORAL HOSPITAL,waukegan,IL,"Patients who gave a rating of ""6"" or lower (low)",LAKE,0,0,IL,waukegan,89078.0,14.539999999999997,1779293.0
2965,LAKE BEHAVIORAL HOSPITAL,waukegan,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",LAKE,0,0,IL,waukegan,89078.0,14.539999999999997,1779293.0
2966,LAKE BEHAVIORAL HOSPITAL,waukegan,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",LAKE,0,0,IL,waukegan,89078.0,14.539999999999997,1779293.0
2967,VISTA MEDICAL CENTER EAST,waukegan,IL,"Patients who gave a rating of ""6"" or lower (low)",LAKE,21,392,IL,waukegan,89078.0,14.539999999999997,1779293.0
2968,VISTA MEDICAL CENTER EAST,waukegan,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",LAKE,34,392,IL,waukegan,89078.0,14.539999999999997,1779293.0
2969,VISTA MEDICAL CENTER EAST,waukegan,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",LAKE,45,392,IL,waukegan,89078.0,14.539999999999997,1779293.0
2970,LAKELAND REGIONAL MEDICAL CENTER,lakeland,FL,"Patients who gave a rating of ""6"" or lower (low)",POLK,10,5074,FL,lakeland,97422.0,15.471794871794872,1238250.0
2971,LAKELAND REGIONAL MEDICAL CENTER,lakeland,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",POLK,22,5074,FL,lakeland,97422.0,15.471794871794872,1238250.0
2972,LAKELAND REGIONAL MEDICAL CENTER,lakeland,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",POLK,68,5074,FL,lakeland,97422.0,15.471794871794872,1238250.0
2973,LAKEWOOD REGIONAL MEDICAL CENTER,lakewood,CA,"Patients who gave a rating of ""6"" or lower (low)",LOS ANGELES,10,868,CA,lakewood,80048.0,11.184210526315788,639892.0
2974,LAKEWOOD REGIONAL MEDICAL CENTER,lakewood,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",LOS ANGELES,24,868,CA,lakewood,80048.0,11.184210526315788,639892.0
2975,LAKEWOOD REGIONAL MEDICAL CENTER,lakewood,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",LOS ANGELES,66,868,CA,lakewood,80048.0,11.184210526315788,639892.0
2976,LARGO MEDICAL CENTER,largo,FL,"Patients who gave a rating of ""6"" or lower (low)",PINELLAS,10,1004,FL,largo,77648.0,14.177142857142854,1239425.0
2977,LARGO MEDICAL CENTER,largo,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",PINELLAS,22,1004,FL,largo,77648.0,14.177142857142854,1239425.0
2978,LARGO MEDICAL CENTER,largo,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",PINELLAS,68,1004,FL,largo,77648.0,14.177142857142854,1239425.0
2979,LAWRENCE GENERAL HOSPITAL,lawrence,MA,"Patients who gave a rating of ""6"" or lower (low)",ESSEX,11,862,MA,lawrence,76377.0,16.505555555555556,2534550.0
2980,LAWRENCE GENERAL HOSPITAL,lawrence,MA,"Patients who gave a rating of ""7"" or ""8"" (medium)",ESSEX,24,862,MA,lawrence,76377.0,16.505555555555556,2534550.0
2981,LAWRENCE GENERAL HOSPITAL,lawrence,MA,"Patients who gave a rating of ""9"" or ""10"" (high)",ESSEX,65,862,MA,lawrence,76377.0,16.505555555555556,2534550.0
2982,LAWRENCE MEMORIAL HOSPITAL,lawrence,KS,"Patients who gave a rating of ""6"" or lower (low)",DOUGLAS,4,787,KS,lawrence,87643.0,13.161111111111111,2038900.0
2983,LAWRENCE MEMORIAL HOSPITAL,lawrence,KS,"Patients who gave a rating of ""7"" or ""8"" (medium)",DOUGLAS,20,787,KS,lawrence,87643.0,13.161111111111111,2038900.0
2984,LAWRENCE MEMORIAL HOSPITAL,lawrence,KS,"Patients who gave a rating of ""9"" or ""10"" (high)",DOUGLAS,76,787,KS,lawrence,87643.0,13.161111111111111,2038900.0
2985,LDS HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""6"" or lower (low)",SALT LAKE,4,1197,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2986,LDS HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",SALT LAKE,16,1197,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2987,LDS HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",SALT LAKE,80,1197,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2988,PRIMARY CHILDRENS HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""6"" or lower (low)",SALT LAKE,0,0,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2989,PRIMARY CHILDRENS HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",SALT LAKE,0,0,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2990,PRIMARY CHILDRENS HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",SALT LAKE,0,0,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2991,SALT LAKE REGIONAL MEDICAL CENTER,salt lake city,UT,"Patients who gave a rating of ""6"" or lower (low)",SALT LAKE,7,491,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2992,SALT LAKE REGIONAL MEDICAL CENTER,salt lake city,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",SALT LAKE,21,491,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2993,SALT LAKE REGIONAL MEDICAL CENTER,salt lake city,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",SALT LAKE,72,491,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2994,SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY,salt lake city,UT,"Patients who gave a rating of ""6"" or lower (low)",SALT LAKE,0,0,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2995,SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY,salt lake city,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",SALT LAKE,0,0,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2996,SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY,salt lake city,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",SALT LAKE,0,0,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2997,ST MARK'S HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""6"" or lower (low)",SALT LAKE,9,927,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2998,ST MARK'S HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",SALT LAKE,23,927,UT,salt lake city,186440.0,12.194444444444438,4967000.0
2999,ST MARK'S HOSPITAL,salt lake city,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",SALT LAKE,68,927,UT,salt lake city,186440.0,12.194444444444438,4967000.0
3000,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,salt lake city,UT,"Patients who gave a rating of ""6"" or lower (low)",SALT LAKE,4,1695,UT,salt lake city,186440.0,12.194444444444438,4967000.0
3001,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,salt lake city,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",SALT LAKE,15,1695,UT,salt lake city,186440.0,12.194444444444438,4967000.0
3002,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,salt lake city,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",SALT LAKE,81,1695,UT,salt lake city,186440.0,12.194444444444438,4967000.0
3003,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,salt lake city,UT,"Patients who gave a rating of ""6"" or lower (low)",SALT LAKE,7,394,UT,salt lake city,186440.0,12.194444444444438,4967000.0
3004,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,salt lake city,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",SALT LAKE,22,394,UT,salt lake city,186440.0,12.194444444444438,4967000.0
3005,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,salt lake city,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",SALT LAKE,71,394,UT,salt lake city,186440.0,12.194444444444438,4967000.0
3006,LEGACY MOUNT HOOD MEDICAL CENTER,gresham,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,8,859,OR,gresham,105594.0,16.459999999999997,4131250.0
3007,LEGACY MOUNT HOOD MEDICAL CENTER,gresham,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,21,859,OR,gresham,105594.0,16.459999999999997,4131250.0
3008,LEGACY MOUNT HOOD MEDICAL CENTER,gresham,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,71,859,OR,gresham,105594.0,16.459999999999997,4131250.0
3009,LEGACY SALMON CREEK MEDICAL CENTER,vancouver,WA,"Patients who gave a rating of ""6"" or lower (low)",CLARK,4,1416,WA,vancouver,161791.0,14.159574468085102,5374060.0
3010,LEGACY SALMON CREEK MEDICAL CENTER,vancouver,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",CLARK,15,1416,WA,vancouver,161791.0,14.159574468085102,5374060.0
3011,LEGACY SALMON CREEK MEDICAL CENTER,vancouver,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",CLARK,81,1416,WA,vancouver,161791.0,14.159574468085102,5374060.0
3012,PEACEHEALTH SOUTHWEST MEDICAL CENTER,vancouver,WA,"Patients who gave a rating of ""6"" or lower (low)",CLARK,8,1494,WA,vancouver,161791.0,14.159574468085102,5374060.0
3013,PEACEHEALTH SOUTHWEST MEDICAL CENTER,vancouver,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",CLARK,21,1494,WA,vancouver,161791.0,14.159574468085102,5374060.0
3014,PEACEHEALTH SOUTHWEST MEDICAL CENTER,vancouver,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",CLARK,71,1494,WA,vancouver,161791.0,14.159574468085102,5374060.0
3015,LEHIGH VALLEY HOSPITAL,allentown,PA,"Patients who gave a rating of ""6"" or lower (low)",LEHIGH,8,5684,PA,allentown,118032.0,17.69615384615384,4202000.0
3016,LEHIGH VALLEY HOSPITAL,allentown,PA,"Patients who gave a rating of ""7"" or ""8"" (medium)",LEHIGH,20,5684,PA,allentown,118032.0,17.69615384615384,4202000.0
3017,LEHIGH VALLEY HOSPITAL,allentown,PA,"Patients who gave a rating of ""9"" or ""10"" (high)",LEHIGH,72,5684,PA,allentown,118032.0,17.69615384615384,4202000.0
3018,LVH- COORDINATED ALLENTOWN,allentown,PA,"Patients who gave a rating of ""6"" or lower (low)",LEHIGH,4,427,PA,allentown,118032.0,17.69615384615384,4202000.0
3019,LVH- COORDINATED ALLENTOWN,allentown,PA,"Patients who gave a rating of ""7"" or ""8"" (medium)",LEHIGH,8,427,PA,allentown,118032.0,17.69615384615384,4202000.0
3020,LVH- COORDINATED ALLENTOWN,allentown,PA,"Patients who gave a rating of ""9"" or ""10"" (high)",LEHIGH,88,427,PA,allentown,118032.0,17.69615384615384,4202000.0
3021,ST LUKE'S HOSPITAL - SACRED HEART CAMPUS,allentown,PA,"Patients who gave a rating of ""6"" or lower (low)",LEHIGH,12,139,PA,allentown,118032.0,17.69615384615384,4202000.0
3022,ST LUKE'S HOSPITAL - SACRED HEART CAMPUS,allentown,PA,"Patients who gave a rating of ""7"" or ""8"" (medium)",LEHIGH,20,139,PA,allentown,118032.0,17.69615384615384,4202000.0
3023,ST LUKE'S HOSPITAL - SACRED HEART CAMPUS,allentown,PA,"Patients who gave a rating of ""9"" or ""10"" (high)",LEHIGH,68,139,PA,allentown,118032.0,17.69615384615384,4202000.0
3024,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,murrieta,CA,"Patients who gave a rating of ""6"" or lower (low)",RIVERSIDE,7,440,CA,murrieta,103466.0,12.7,650076.0
3025,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,murrieta,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",RIVERSIDE,15,440,CA,murrieta,103466.0,12.7,650076.0
3026,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,murrieta,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",RIVERSIDE,78,440,CA,murrieta,103466.0,12.7,650076.0
3027,SOUTHWEST HEALTHCARE SYSTEM,murrieta,CA,"Patients who gave a rating of ""6"" or lower (low)",RIVERSIDE,11,1380,CA,murrieta,103466.0,12.7,650076.0
3028,SOUTHWEST HEALTHCARE SYSTEM,murrieta,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",RIVERSIDE,20,1380,CA,murrieta,103466.0,12.7,650076.0
3029,SOUTHWEST HEALTHCARE SYSTEM,murrieta,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",RIVERSIDE,69,1380,CA,murrieta,103466.0,12.7,650076.0
3030,LONGMONT UNITED HOSPITAL,longmont,CO,"Patients who gave a rating of ""6"" or lower (low)",BOULDER,6,410,CO,longmont,86270.0,11.533333333333331,845970.0
3031,LONGMONT UNITED HOSPITAL,longmont,CO,"Patients who gave a rating of ""7"" or ""8"" (medium)",BOULDER,20,410,CO,longmont,86270.0,11.533333333333331,845970.0
3032,LONGMONT UNITED HOSPITAL,longmont,CO,"Patients who gave a rating of ""9"" or ""10"" (high)",BOULDER,74,410,CO,longmont,86270.0,11.533333333333331,845970.0
3033,LONGS PEAK HOSPITAL,longmont,CO,"Patients who gave a rating of ""6"" or lower (low)",BOULDER,4,612,CO,longmont,86270.0,11.533333333333331,845970.0
3034,LONGS PEAK HOSPITAL,longmont,CO,"Patients who gave a rating of ""7"" or ""8"" (medium)",BOULDER,15,612,CO,longmont,86270.0,11.533333333333331,845970.0
3035,LONGS PEAK HOSPITAL,longmont,CO,"Patients who gave a rating of ""9"" or ""10"" (high)",BOULDER,81,612,CO,longmont,86270.0,11.533333333333331,845970.0
3036,LOS ROBLES HOSPITAL & MEDICAL CENTER,thousand oaks,CA,"Patients who gave a rating of ""6"" or lower (low)",VENTURA,8,1461,CA,thousand oaks,126683.0,10.589285714285717,678582.0
3037,LOS ROBLES HOSPITAL & MEDICAL CENTER,thousand oaks,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",VENTURA,20,1461,CA,thousand oaks,126683.0,10.589285714285717,678582.0
3038,LOS ROBLES HOSPITAL & MEDICAL CENTER,thousand oaks,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",VENTURA,72,1461,CA,thousand oaks,126683.0,10.589285714285717,678582.0
3039,LOVELACE MEDICAL CENTER,albuquerque,NM,"Patients who gave a rating of ""6"" or lower (low)",BERNALILLO,12,930,NM,albuquerque,545852.0,14.151824817518252,3502000.0
3040,LOVELACE MEDICAL CENTER,albuquerque,NM,"Patients who gave a rating of ""7"" or ""8"" (medium)",BERNALILLO,23,930,NM,albuquerque,545852.0,14.151824817518252,3502000.0
3041,LOVELACE MEDICAL CENTER,albuquerque,NM,"Patients who gave a rating of ""9"" or ""10"" (high)",BERNALILLO,65,930,NM,albuquerque,545852.0,14.151824817518252,3502000.0
3042,LOVELACE WESTSIDE HOSPITAL,albuquerque,NM,"Patients who gave a rating of ""6"" or lower (low)",BERNALILLO,9,698,NM,albuquerque,545852.0,14.151824817518252,3502000.0
3043,LOVELACE WESTSIDE HOSPITAL,albuquerque,NM,"Patients who gave a rating of ""7"" or ""8"" (medium)",BERNALILLO,20,698,NM,albuquerque,545852.0,14.151824817518252,3502000.0
